Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
meta-functions,,,,3,unclassified
Meuter,,,,3,unclassified
MonFlat,,,,3,unclassified
run-time,,,,3,unclassified
Tobin-Hochstadt,,,,3,unclassified
ActorRef,,,,2,unclassified
AnyRecipient,,,,2,unclassified
AUTHOR(S,,,,2,unclassified
client-behavior,,,,2,unclassified
correlation-id,,,,2,unclassified
Dagstuhl,,,,2,unclassified
double-actor,,,,2,unclassified
double/c,,,,2,unclassified
Flatt,,,,2,unclassified
four-tuples,,,,2,unclassified
Harnie,,,,2,unclassified
Jia,,,,2,unclassified
Limin,,,,2,unclassified
M-Become,,,,2,unclassified
M-ESend,,,,2,unclassified
M-ESendSelf,,,,2,unclassified
Melgratti,,,,2,unclassified
non-trivial,,,,2,unclassified
post-conditions,,,,2,unclassified
receiver's,,,,2,unclassified
reply-contracts,,,,2,unclassified
same-as,,,,2,unclassified
Self-Send,,,,2,unclassified
service-behavior,,,,2,unclassified
Session-typed,,,,2,unclassified
SpecificRecipient1,,,,2,unclassified
SpecificRecipient2,,,,2,unclassified
user-specified,,,,2,unclassified
Waye,,,,2,unclassified
31-September,,,,1,unclassified
actor-eq,,,,1,unclassified
actor-specific,,,,1,unclassified
actorlocal,,,,1,unclassified
Andoni,,,,1,unclassified
anonymized,,,,1,unclassified
answer-value,,,,1,unclassified
ASPLOS,,,,1,unclassified
behavior(1,,,,1,unclassified
bi-directionality,,,,1,unclassified
BlameLabel,,,,1,unclassified
Bodik,,,,1,unclassified
Boix,,,,1,unclassified
call-return,,,,1,unclassified
Chakravarty,,,,1,unclassified
checktrace,,,,1,unclassified
Commun,,,,1,unclassified
correlation-request-reply/c,,,,1,unclassified
CPCF,,,,1,unclassified
Cutsem,,,,1,unclassified
Dardha,,,,1,unclassified
Datacenter,,,,1,unclassified
define/contract,,,,1,unclassified
do-work,,,,1,unclassified
E-Receive,,,,1,unclassified
each-other,,,,1,unclassified
Eastlund,,,,1,unclassified
ECOOP,,,,1,unclassified
Eijiro,,,,1,unclassified
ESend,,,,1,unclassified
ESend-Self,,,,1,unclassified
ETAPS,,,,1,unclassified
fault-injected,,,,1,unclassified
first-order,,,,1,unclassified
forward-flow/c,,,,1,unclassified
Freund,,,,1,unclassified
Gastin,,,,1,unclassified
Gunawi,,,,1,unclassified
Hamdaoui,,,,1,unclassified
Haryadi,,,,1,unclassified
Hernan,,,,1,unclassified
implemenServices,,,,1,unclassified
Informatik,,,,1,unclassified
Laroussinie,,,,1,unclassified
Leesatapornwongsa,,,,1,unclassified
left-to-right,,,,1,unclassified
Leibniz-Zentrum,,,,1,unclassified
LIPIcs,,,,1,unclassified
Lombide,,,,1,unclassified
Lukman,,,,1,unclassified
M-Congruence,,,,1,unclassified
M-Spawn,,,,1,unclassified
Majumdar,,,,1,unclassified
memory-isolated,,,,1,unclassified
metafunction,,,,1,unclassified
Mooly,,,,1,unclassified
Multi-)party,,,,1,unclassified
Neykova,,,,1,unclassified
non-deterministically,,,,1,unclassified
non-positive,,,,1,unclassified
Ornela,,,,1,unclassified
Padovani,,,,1,unclassified
peer-to-peer,,,,1,unclassified
pick-service,,,,1,unclassified
plt-redex,,,,1,unclassified
pre-condition,,,,1,unclassified
pre-conditions,,,,1,unclassified
previouslydefined,,,,1,unclassified
primarly,,,,1,unclassified
procedure:number,,,,1,unclassified
protetected,,,,1,unclassified
provenance-based,,,,1,unclassified
Rafkind,,,,1,unclassified
Rastislav,,,,1,unclassified
Receive-side,,,,1,unclassified
receiver-related,,,,1,unclassified
router-behavior,,,,1,unclassified
router-service,,,,1,unclassified
Rumyana,,,,1,unclassified
Rupak,,,,1,unclassified
Sagiv,,,,1,unclassified
Seidl,,,,1,unclassified
semruleESend,,,,1,unclassified
Send-site,,,,1,unclassified
Sender-side,,,,1,unclassified
sent/received,,,,1,unclassified
seperately,,,,1,unclassified
server-side,,,,1,unclassified
session-types,,,,1,unclassified
Softw,,,,1,unclassified
spawn/c,,,,1,unclassified
specific-recipient/c,,,,1,unclassified
stackp,,,,1,unclassified
Sumii,,,,1,unclassified
suports,,,,1,unclassified
Tanakorn,,,,1,unclassified
Tanter,,,,1,unclassified
tation,,,,1,unclassified
TaxDC,,,,1,unclassified
Tuosto,,,,1,unclassified
understand2,,,,1,unclassified
unexpexted,,,,1,unclassified
visualised,,,,1,unclassified
well-assertness,,,,1,unclassified
wellformed,,,,1,unclassified
Yuanyuan,,,,1,unclassified
Zhou,,,,1,unclassified
